Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-13124,"Hello support team, Requesting quote for adding 5 additional user seats to team plan next month This is impacting our business operations.",Billing & Payments,Low,Email,Free Tier
TKT-13125,Urgent assistance needed: Security vulnerability detected unauthorized API calls from unknown IP address help Thanks for your prompt help.,Technical Issues,High,Web Portal,SMB
TKT-13126,"Dear Customer Service, Please cancel our monthly recurring addon package before next billing cycle begins Let me know the resolution.",Cancellation & Refunds,Medium,Email,Enterprise
TKT-13127,"Hey, Need immediate technical specifications before signing annual enterprise contract today Appreciate your assistance.",Product Inquiries,High,Web Portal,SMB
TKT-13128,"Dear Customer Service, Lost two-factor authentication device backup codes not working urgent root access needed Thanks for your prompt help.",Account Access,High,Web Portal,SMB
TKT-13129,"Hi there, How to switch payment method from American Express to corporate ACH wire transfer? Appreciate your assistance.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-13130,Attention: Invited team member receives invalid invitation token error when clicking join link This is impacting our business operations.,Account Access,Medium,Web Portal,SMB
TKT-13131,Help please! Payment receipt not delivered to finance accounting team email address,Billing & Payments,Medium,Email,Enterprise
TKT-13132,"Hi there, Production database connection failure error code 500 server outage critical system down Thanks for your prompt help.",Technical Issues,High,Email,Free Tier
TKT-13133,Urgent assistance needed: Cannot upload CSV file larger than 5MB error says file format unsupported,Technical Issues,Medium,Email,Free Tier
TKT-13134,Urgent assistance needed: Where can I download past invoices from the billing settings page? Let me know the resolution.,Billing & Payments,Low,Web Portal,Enterprise
TKT-13135,"Hello support team, How many days before renewal do we need to submit a cancellation notice? Let me know the resolution.",Cancellation & Refunds,Low,Email,SMB
TKT-13136,How do I clear browser cache to view updated profile picture? Regards.,Technical Issues,Low,In-App Chat,Enterprise
TKT-13137,"Hello support team, Please cancel our monthly recurring addon package before next billing cycle begins Regards.",Cancellation & Refunds,Medium,In-App Chat,Enterprise
TKT-13138,"Hi there, Account suspended due to false payment failure despite valid corporate credit card on file",Billing & Payments,High,Email,SMB
TKT-13139,"FYI, SSO SAML authentication broken for entire organization no employees can log in Let me know the resolution.",Account Access,High,Email,SMB
TKT-13140,Customer onboarding failed completely demanding full refund and data wipe immediately Regards.,Cancellation & Refunds,High,Web Portal,SMB
TKT-13141,"Dear Customer Service, Webhook notifications are delayed by approximately 45 minutes since latest release Let me know the resolution.",Technical Issues,Medium,Web Portal,SMB
TKT-13142,Help please! Where can I download past invoices from the billing settings page? Awaiting your quick reply.,Billing & Payments,Low,In-App Chat,Free Tier
TKT-13143,Help please! Where is the latest API documentation and Postman collection available? Please look into this as soon as possible.,Product Inquiries,Low,Email,SMB
TKT-13144,Help please! Please ensure auto-renewal is turned off for our yearly subscription Appreciate your assistance.,Cancellation & Refunds,Medium,In-App Chat,Enterprise
TKT-13145,Urgent assistance needed: How to switch payment method from American Express to corporate ACH wire transfer? Regards.,Billing & Payments,Medium,Email,Enterprise
TKT-13146,"Hey, Can you share best practices for organizing workspaces across departments? Let me know the resolution.",Product Inquiries,Low,In-App Chat,SMB
TKT-13147,Help please! Legal notice: unauthorized renewal charge dispute initiated process refund now Thanks for your prompt help.,Cancellation & Refunds,High,Email,Enterprise
TKT-13148,"Hi there, What is the exact difference in features between Professional and Enterprise tier? Appreciate your assistance.",Product Inquiries,Medium,Web Portal,Free Tier
TKT-13149,"Dear Customer Service, Can you share best practices for organizing workspaces across departments? Appreciate your assistance.",Product Inquiries,Low,Web Portal,Enterprise
TKT-13150,"Hello support team, Please cancel our monthly recurring addon package before next billing cycle begins Thanks for your prompt help.",Cancellation & Refunds,Medium,In-App Chat,Free Tier
TKT-13151,"Hey, How do I clear browser cache to view updated profile picture? Awaiting your quick reply.",Technical Issues,Low,Email,SMB
TKT-13152,"Greetings, Webhook notifications are delayed by approximately 45 minutes since latest release Awaiting your quick reply.",Technical Issues,Medium,In-App Chat,Free Tier
TKT-13153,"Greetings, Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? Appreciate your assistance.",Product Inquiries,High,Email,SMB
TKT-13154,"FYI, Coupon promo code DISCOUNT20 was not applied during renewal checkout Appreciate your assistance.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-13155,Attention: Web application loading very slowly dashboard takes over 30 seconds to render charts,Technical Issues,Medium,Email,Enterprise
TKT-13156,"Hey, Account suspended due to false payment failure despite valid corporate credit card on file",Billing & Payments,High,Web Portal,Free Tier
TKT-13157,"Hey, Urgent: tax invoice number missing on compliance statement audit deadline tomorrow Please look into this as soon as possible.",Billing & Payments,High,Web Portal,SMB
TKT-13158,Attention: Where can I download past invoices from the billing settings page? Let me know the resolution.,Billing & Payments,Low,Web Portal,SMB
TKT-13159,"FYI, Where is the latest API documentation and Postman collection available?",Product Inquiries,Low,Web Portal,Enterprise
TKT-13160,"Greetings, Can we pay our invoice via annual bank check instead of card? Please look into this as soon as possible.",Billing & Payments,Low,Email,SMB
TKT-13161,"Greetings, Is there a free trial period available for the analytics add-on module? Thanks for your prompt help.",Product Inquiries,Low,Web Portal,SMB
TKT-13162,"FYI, Cannot change primary email address in profile settings page throws permission error Awaiting your quick reply.",Account Access,Medium,Web Portal,SMB
TKT-13163,Attention: Where can I find video tutorials for onboarding new team members? Appreciate your assistance.,Product Inquiries,Low,Web Portal,Free Tier
TKT-13164,"Dear Customer Service, How many days before renewal do we need to submit a cancellation notice? This is impacting our business operations.",Cancellation & Refunds,Low,Web Portal,Enterprise
TKT-13165,"Hello support team, Cancel subscription immediately and process full refund as promised by account manager within 24h",Cancellation & Refunds,High,Web Portal,SMB
TKT-13166,"Greetings, Does your enterprise plan meet HIPAA and SOC2 Type II compliance regulations for healthcare data? Awaiting your quick reply.",Product Inquiries,High,Email,SMB
TKT-13167,Attention: Need to revoke access for former employee immediately and transfer project ownership,Account Access,Medium,Email,Free Tier
TKT-13168,"Hi there, Fraudulent unauthorized transactions detected on our billing card linked to this account Thanks for your prompt help.",Billing & Payments,High,In-App Chat,Enterprise
TKT-13169,"Greetings, Data pipeline corrupted our daily sync failed for enterprise client accounts Please look into this as soon as possible.",Technical Issues,High,Web Portal,Enterprise
TKT-13170,"Greetings, Where is the cancellation request button located inside billing settings? Thanks for your prompt help.",Cancellation & Refunds,Low,Web Portal,Free Tier
TKT-13171,Attention: Does the platform support automated CSV data export via scheduled SFTP? Let me know the resolution.,Product Inquiries,Medium,Web Portal,Enterprise
TKT-13172,Urgent assistance needed: Do you have a public product roadmap for upcoming Q3 features? Let me know the resolution.,Product Inquiries,Low,Web Portal,SMB
TKT-13173,"Hi there, Cannot upload CSV file larger than 5MB error says file format unsupported Please look into this as soon as possible.",Technical Issues,Medium,Email,Enterprise
TKT-13174,"Hi there, What are the supported database connectors for the analytics pipeline? Please look into this as soon as possible.",Product Inquiries,Medium,Web Portal,Free Tier
TKT-13175,Urgent assistance needed: Password reset link email never arrives in inbox or spam folder Let me know the resolution.,Account Access,Medium,In-App Chat,SMB
TKT-13176,"FYI, Web application loading very slowly dashboard takes over 30 seconds to render charts Thanks for your prompt help.",Technical Issues,Medium,Web Portal,SMB
TKT-13177,"Dear Customer Service, Integration with Slack bot stopped sending automated channel alerts Please look into this as soon as possible.",Technical Issues,Medium,Email,Enterprise
TKT-13178,"Hi there, Cannot upload CSV file larger than 5MB error says file format unsupported Awaiting your quick reply.",Technical Issues,Medium,Web Portal,Enterprise
